setting,compound,sentence_usage,sentence_id,cluster_id,year,requested_k,effective_k,iterations,ensemble_runs
cw_knn_k5_iter20_ens9,kreuzzug,"Jedoch kann es wegen der Creuzzuͤge der Capetinger und der uͤbergroſſen Gewalt ſeiner Vaſallen nicht zu Kraͤften kommen , und die aͤltere maͤnnliche Linie Philipps des Kuͤhnen ſtirbt mit Carl dem Schoͤnen 1328 . aus .",4218426,16,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,Das Feldgeſchrey aber iſt aus den Creuzzuͤgen herzuleiten .,4218765,28,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Der Orden des heiligen Lazari iſt geiſtlich , entſtand in den Creuzzuͤgen , und ſetzte ſich 1137 . in Frankreich .",4218801,13,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Die Benediktiner übten dieſe Tugenden Jahrhunderte lang , aber jene Epoche , die den Kreuzzügen unmittelbar vorausging , war eine Epoche des kirchlichen , mindeſtens des klöſterlichen Verfalls , ganz in ähnlicher Weiſe , wie derſelbe fünf Jahrhunderte ſpäter zum zweiten Mal in die Geſchichte eintrat , und „ ſittliche Reform , “ worauf zunächſt die Reformation gerichtet war , war eine Parole , die , wie vielfach während des Lebens der Kirche , ſo auch um die Zeit der erſten Kreuzzüge gehört wurde .",4455129,18,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Die Benediktiner übten dieſe Tugenden Jahrhunderte lang , aber jene Epoche , die den Kreuzzügen unmittelbar vorausging , war eine Epoche des kirchlichen , mindeſtens des klöſterlichen Verfalls , ganz in ähnlicher Weiſe , wie derſelbe fünf Jahrhunderte ſpäter zum zweiten Mal in die Geſchichte eintrat , und „ ſittliche Reform , “ worauf zunächſt die Reformation gerichtet war , war eine Parole , die , wie vielfach während des Lebens der Kirche , ſo auch um die Zeit der erſten Kreuzzüge gehört wurde .",4455129,23,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Es waren wohl drei Urſachen , die zuſammen wirkten : die gehobene Stimmung der ganzen chriſtlichen Welt während der Epoche der erſten Kreuzzüge , die wunderbare , mit unwiderſtehlicher Gewalt ausgerüſtete Erſcheinung des heiligen Bernhard , der , aus dem Orden heraus , bald nach Entſtehung deſſelben erwuchs und ihn dann durchleuchtete , und endlich drittens die beſondere , ſchon in aller Kürze angedeutete coloniſatoriſche Eigenart dieſes Ordens , die ihn in einer Zeit , in der geiſtig und phyſiſch überall auszuroden und urbar zu machen war , als ein beſonders geeignetes Werkzeug ſowohl in der Hand der Kirche wie auch des weltlichen Fürſtenthums erſcheinen laſſen mußte .",4455168,3,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Freilich die Hinderniſſe , die die bloß räumliche Entfernung ſchuf ( und es waren Hinderniſſe ) , müſſen wir uns hüten zu überſchätzen ; die Kaiſerfahrten , die Kreuzzüge , die Pilgerreiſen nach Rom und dem heiligen Grabe zeigen uns genugſam , daß man damals , ſobald nur ein rechter Wille da war , vor den Schrecken und Hinderniſſen , die der Raum als ſolcher ſchafft , nicht erſchrak ; aber Citeaux ſelbſt , ganz abgeſehen von allen andern leichter oder ſchwerer zu überwindenden Schwierigkeiten , hätte ſolche allgemeine Beſchickung kaum bewältigen können , wie groß wir auch die bauliche Anlage einerſeits , und wie klein und beſcheiden die Anſprüche der eintreffenden Aebte andererſeits annehmen mögen .",4455275,12,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,Die Kreuzzüge brachten aber dem Abendlande eine Menge neuer Anſchauungen .,4500389,4,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Eine wirkungsreichere und nachhaltigere Anregung erhielt aber das Abendland doch erſt mit den Kreuzzügen , deren Folgen in geiſtiger Beziehung hier noch beſonders zu ſchildern kaum nöthig iſt .",4500393,13,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Da ſie aber in einer Zeit erſchienen , in welcher in Folge der Kreuzzüge , des regeren Verkehrs , des allgemeinen freieren Aufſchwungs eine lebendigere Theilnahme für die Natur rege wurde und in welcher daher auch die Litteratur ſich reichlicher auf Beſprechungen natürlicher Erſcheinungen einließ , ſo wäre es nicht bloß von litterariſchem Intereſſe , den Boden auf dem ſie ſich erheben , mehr in's Einzelne kennen zu lernen , als es für jetzt noch möglich iſt .",4500831,39,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Es führt aber Thomas nicht bloß Ludwig des Heiligen Kreuzzug ( 1248 , die Ausgaben haben 1246 ) , ſondern auch einzelne ſpäter eingetretene Ereigniſſe an .",4501375,24,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"„ Außerdem , ein Mann wie Sie , der es trotz ſeines Liberalismus fertig bringt , immer ſeinen Adel bis wenigſtens dritten Kreuzzug zurückzuführen , ein Mann wie Sie ſollte mir doch dieſe kleine Verwechslung ehrlich gönnen .",4922080,3,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"„ Ich erlebe noch , “ lachte Armgard , „ daß du 'nen neuen Kreuzzug oder ähnliches predigſt .",4926894,40,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Glauben Sie , daß Peter von Amiens den erſten Kreuzzug zuſammen getrommelt hätte , wenn er ſo etwa beim Erdbeerpflücken einem Freunde mitgeteilt hätte , das Grab Chriſti ſei vernachläſſigt , und es müſſe für ein Gitter geſorgt werden ?! “",4927135,29,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Ablöſung der ſelbſtändigen Geſchichte des Handels von der allgemeinen Geſchichte vorzüglich ſeit Heeren ( Geſchichte der Kreuzzüge und Sartorius , Geſchichte der Hanſeſtädte ) .",4986592,26,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Dafür ſprechen die zahlreichen Wallfahrten , die ſich bis St. Jago in Spanien erſtreckten , die Kreuzzüge , die großen Scharen der fahrenden Leute , das Wanderleben des Königs und ſeines Hofes , das Gäſterecht der Markweistümer , das ausgebildete Geleitsweſen .",5116599,10,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Die Wanderungen des Mittelalters ergreifen immer nur einzelne Stände : die Ritter in den Kreuzzügen , die Kaufleute , die Lohnhandwerker , die Handwerksgeſellen , die Gaukler und Spielleute , die Hörigen , welche Schutz hinter den ſtädtiſchen Mauern ſuchen .",5116627,13,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Es kann ſeyn , daß die Frantzoſen in ihren Creutzzuͤgen in die Orientaliſchen Laͤnder ſolche Gewohnheit mit in ihr Vaterland gebracht , oder daß zum wenigſten von derſelben Zeit an ſie mehr und mehr unter ihnen in Schwang gekommen : inmaſſen von da an unter groſſen Herren gebraͤuchlich worden , Poeten und Romanſchreiber , die man damals Trouveurs , i. e. Erfinder zu nennen pflegte , um ſich zu haben .",5146115,29,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Es ward aber zum Beſcheide gegeben , ſie ſtuͤnden unter dem Schutz des Apoſtoliſchen Stuhls , der auf den Kreuzzug nach Liefland eben ſo wol voͤllige Vergebung aller Suͤnden geſetzt habe , als auf die Walfart nach Jeruſalem .",5465341,5,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"GOTT wieß aber dieſen Leuten durch den ungluͤcklichen Ausgang , daß es ſein Werk nicht ſey ; denn in dieſem , wie auch in den uͤbrigen Kreuzzuͤgen ging es ſo jaͤmmerlich ab , daß nach und nach wol ſechs tauſend mal tauſend Menſchen aufgeopfert wurden , und die Barbaren an denen Chriſten nur deſto bitterere Feindſeligkeiten veruͤbten .",5465350,2,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Engelberts libr. 2. c. 6 & 7. Jch ſehe auch nicht , was es hindert , wenn man dieſen fuͤr eben denſelbigen haͤlt , der Anno 1199 einen Kreuzzug nach Liefland gethan , 1214 der Schlacht bey Bovines beygewohnet , und 1225 dem Erzbiſchof von Coͤln gegen die Straſſenraͤuber beygeſtanden .",5465364,17,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"So finden wir , daß man die Gebeine des Landgrafen Ludwigs , eines Gemahls der heiligen Eliſabeth , ausgekocht , von ihrem Fleiſch abgeſondert , auch der andern ihre , die auf den Kreuzzuͤgen geſtorben ; ſie hierauf nach Hauſe gebracht , wo ſie denn in den Kloͤſtern beygeſetzet worden .",5468190,11,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Pabſt , ein ungenanter , ſchreibt zuerſt einen Kreuzzug nach Liefland aus , 14 .",5470737,43,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Es iſt kaum zu bezweifeln , daß das berüchtigte und überaus gefürchtete „ griechiſche Feuer “ der Byzantiner , welches ſchon in den Kriegen des frühen Mittelalters , ganz beſonders aber in den Kämpfen der Kreuzzüge eine beſonders wichtige Rolle ſpielte , auch nichts weiter geweſen iſt , als eine Miſchung von Salpeter mit Kohle , Schwefel und vielleicht noch anderen brennbaren Körpern .",5526303,19,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Sieht man von Nebenſtraßen lediglich lokaler Bedeutung ab , ſo bildete nach den Kreuzzügen Nürnberg den Mittelpunkt des geſamten deutſchen Straßennetzes .",5526716,31,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,Auch die Kreuzzüge mit ihren wiederholten weiten Meeresfahrten — wir weiſen nur auf die von den engliſchen Kreuzfahrern zurückzulegende Wegeslänge hin — brachten der Schiffahrt weiteren Impuls .,5527500,4,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Beim Duisburger part. II c. 5 , bedeutet es den Kreuzzug ſelbſt nach dem gelobten Lande .",5625074,13,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Wir merken daraus nur die Stelle an , in welcher die fruchtloſen Creuzzuͤge zu den argen Abſichten des Papſts gezehlet werden :",5629940,30,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,Die Paͤpſte hatten bey den veranſtalteten Kreutzzuͤgen nichts weniger zur Abſicht als die Vermehrung der Reichsprovinzen .,5631508,8,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Das Reich hat nie das gelobte Land fuͤr ſeine Provinz angeſehen , obgleich unter den Kreuzzuͤgern die Hauptarmee aus Deutſchen beſtanden .",5631554,26,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Daß die Creutzzuͤge nicht allein moͤglich geweſen , ſondern auch wuͤrcklich ausgefuͤhret worden , darzu haben beſondere Umſtaͤnde der Zeiten , und darnebſt noch die beſondere Gedenckart der damahligen Menſchen , und der Aberglauben , das ihre gemeinſchafftlich beygetragen .",5773512,4,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Creutzzuͤge , was dieſelben befoͤrdert 213",5775440,35,early,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Darum eilte ſie , den Türkenkrieg zu beendigen , darum redete die Freundin Diderots jetzt als fanatiſche Gegnerin der Revolution ; ſie beſchützte die Emigranten , mahnte die Nachbarn unabläſſig an die gemeinſame Pflicht aller Souveräne , an die Wiederaufrichtung der alten Krone Frankreichs ; ſie wünſchte eine Gegenrevolution durch die Brüder König Ludwigs , ſtellte auch mit unbeſtimmten Worten die Waffenhilfe Rußlands für den großen Kreuzzug des Royalismus in Ausſicht , da es doch in ihrer Hand lag ſich nach Belieben zurückzuhalten .",5835718,32,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Wenn Friedrich Wilhelm ſelber einen Kreuzzug gegen die franzöſiſchen Rebellen lebhaft wünſchte , ſeine Miniſter wieſen den Gedanken eines Angriffskrieges ebenſo entſchieden von ſich wie der durchaus friedfertige Kaiſer .",5835740,38,late,5,5,20,9
cw_knn_k5_iter20_ens9,kreuzzug,"Die ſtarr legitimiſtiſche Geſinnung des Tory-Cabinets änderte ſich nicht ; in ſeinen Augen war und blieb der König ohne Land der rechtmäßige Beherrſcher von Frankreich , und Europa war ſelbſtverſtändlich verpflichtet , durch einen royaliſtiſchen Kreuzzug den legitimen König wieder auf den Thron ſeiner Väter zurückzuführen , damit England als der hochherzige Beſchützer der dankbaren Bourbonen den herrſchenden Einfluß in den Tuilerien erhielte .",5844549,34,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Alle Lederteile — wie Verdeck , Kotflügel u. s. w. — werden mit Seifenwasser abgewaschen , sodann abgespült und nach dem Abtrocknen dann und wann flüchtig mit etwas Leinöl eingerieben .",123920,3,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Flecken , die auf den lackierten Flächen des Wagens entstanden , können in den meisten Fällen durch eine flüchtige Einreibung mit Leinöl entfernt werden , wozu Watte sich am besten eignet .",123933,11,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,Etwa vorhandene Flecken lassen sich mit einem in etwas Leinöl getauchten Stückchen Watte oder Flanell leicht entfernen .,124035,12,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Der mit Tuſche bezeichnete Stock kan mit Oel beſtrichen werden , man thut unter eine Untze Leinoͤl 3. oder 4 Tropffen gut Scheidewaſſer , dieſes macht das Holtz gelinde zum Schneiden , wenn man es aber wieder hart haben will , ſo nimmt man pures Leinoͤl , kan man aber ſchwachen Fuͤrnis haben , ſo iſt es beſſer .",330692,13,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Der mit Tuſche bezeichnete Stock kan mit Oel beſtrichen werden , man thut unter eine Untze Leinoͤl 3. oder 4 Tropffen gut Scheidewaſſer , dieſes macht das Holtz gelinde zum Schneiden , wenn man es aber wieder hart haben will , ſo nimmt man pures Leinoͤl , kan man aber ſchwachen Fuͤrnis haben , ſo iſt es beſſer .",330692,7,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Nußoͤl , oder Leinoͤl , welches die Kupferdrucker brauchen zu ihrer Farbe , wie daſſelbe zu ſieden und zu brennen , geſchieht eben , auf eine ſolche Art , wie bey den Buchdruckern in unſern erſten Theil davon gehandelt worden , nur iſt zu gedencken , daß ſie das erſte , das matte , ( oder ſchwache , ) das andere aber und nachfolgende das ſtarcke Oel nennen , letzteres muß Klebericht und Zaͤhe , wie ein Syrup ſeyn .",330747,0,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zum Gebrauche des ( f ) Gartenbaues wird durch Zuſatz mit Harz , Terpenthin , und Leinoͤl ein Baumwachs , lat .",647396,13,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Gedachtes Gemenge wird entweder aus Wachs oder Harz , mit einigen andern Zuthaten verſetzet ; oder auch aus Leinoͤl und Silberglaͤtte , zu einem Firniß gekocht , gemacht .",647442,2,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Die ( a ) ausgehenden Waaren aus Rußland , vermittelſt der Seehandlung , ſind a ) folgende Landesproducte : Rauch- oder Pelzwerk von Zobeln , ſchwarzen , blauen und weißen Fuͤchſen , Hermelinen , Vielfraſſen , Bibern , Luchſen , Eichhoͤrnern , Baͤren , Panthern , Woͤlfen , Mardern , wilden Katzen , weißen Haſen , ꝛc. Juchten , Kupfer , Stangen und anderes Eiſen , Marienglas , Rhabarbar , Jnſchlitt , Wachs und Honig , Pot- und Weidaſche , Theer , Harz und Pech , Leinoͤl , Fiſchthran , Kaviar , eingeſalzene Fiſche , Hauſenblaſen , Hanf und Flachs , Garn , Leinwand , Tiſchzeug , Seegeltuch Kalamank , Matten , Hopfen , Anis , ſiberiſcher Biſam , Bibergeil , Federn , Schweinsborſten , Holz , ꝛc. ( § .",662408,3,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Die Waaren , welche man dahin ſendet , ſind , wenn wir etliche wenige Tuche und Galanteriewaaren ausnehmen , faſt nichts anders , als Weine : im Gegentheil verfuͤhret man aus Petersburg Juchten oder rußiſch Leder , Flachs , Hanf , Leinſaat , Leinoͤl , Pelz- oder Rauchwerk , Talg oder Jnſchlitt , Wachs , Hopfen , Eiſen , Kaviar und dergleichen mehr .",662427,7,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zur Erhaltung der Weichheit und Geſchmeidigkeit iſt der Huf mit einer Hufſchmiere einzureiben , die in der Hauptſache aus Schweinefett , Leinöl , Glycerin , Wachs , Terpentin , Kienruß , Grünſpan ꝛc. zuſammengeſetzt wird .",873120,10,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Geoffroy verteidigte aber seine Ansicht , indem er auf Bechers Versuch zurückgriff , wonach in dem mit Leinöl getränkten Thon nach dem Glühen mehr Eisen nachweisbar sei als vor dem Glühen .",2456877,5,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Ebenso wurden Versuche mit Fetten und öligen Substanzen für sich allein angestellt , so mit gewöhnlichem Talg , Leinöl u. s. w. , mit welchen Thon und Kalk , die sich vorher als wirkungslos erwiesen hatten , vermischt wurden .",2459273,5,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Man füllte die Nadeln in einen irdenen Topf , goſs Leinöl darauf und schüttelte über Feuer .",2460286,18,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zur gröſseren Haltbarkeit auf den Dächern empfiehlt Rinman , sie heiſs mit einem Firnis zu bestreichen , was dem üblichen Anstrich auf dem Dache mit Leinöl und Kienruſs vorzuziehen sei .",2462992,4,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Südfrüchte kommen aus der Türkei und Griechenland ( Einfuhr 1888 33.111 q ) , Harz , Pech und Colophonium aus England , Italien und Frankreich ( 1888 4562 q im Werthe von mehr als zwei Millionen Francs ) , Speiseöl aus Frankreich und Italien , Olivenöl aus der Türkei und Griechenland , Leinöl aus England .",2546580,11,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Von Pflanzenölen sind anzuführen Leinöl englischer und holländischer Proveniez ( 1889 13.852 q ) , Palmöl , Cocosnussöl , Baumöl und ätherische Oele ; aller Art , letztere kommen aus Sachsen und China .",2554489,0,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,Leinöl über Grossbritannien .,2554957,8,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Stearin , Margarin und Talg werden aus Holland , Schweden , Frankreich , Leinöl ( 30.965 q ) aus England und Petroleum ( 66.345 q ) aus Amerika und Russland eingeführt , Stearinkerzen und Seifen kommen aus Schweden .",2556927,16,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Nimm ein Pfund Urin eines Knaben , dazu eine starke Hand voll Ruſs und füge 4 Unzen Leinöl dazu ; mische alles und erhitze es ; hierauf glühe die Schneide des Schwertes , Degens oder sonstigen schneidenden Werkzeugs und tauche sie in die Abkochung dieser Mischung , so werden sie richtig gehärtet ( probe temperentur ) .",2584891,5,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Dies geschieht so : Pech , Leinöl und Weihrauchöl kochen Sie zusammen , bis es dick wird und tragen diesen sogenannten Firnis auf ; darauf zeichnen Sie mit dem Stifte ( Grabstichel ) , was Sie wollen , dann bringen Sie an die Stellen , wo der Firnis weggekratzt ist , Scheidewasser : diesem wird Silberamalgam und Grünspan zugemischt und in 24 Stunden ätzen Sie die Zeichnung so schön in das Eisen , wie es nicht besser mit einem Siegel in Wachs abgedrückt werden kann .",2584897,0,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Eine intensivere Schwärze erreichte man durch die Erzeugung eines schwachen Überzuges von Schwefeleisen , wofür man vielerlei Rezepte hatte , z. B. ein Gemisch von Kalk und Schwefel , oder Spieſsglanz für sich aufgetragen u. s. w. Die Farbe lieſs sich glänzender hervorheben durch einen Firnis von Leinöl oder durch Bernsteinlack .",2586375,4,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Einige Oele trocknen dabei vollſtändig ein ( z. B. Leinöl ) , andere Fette werden ranzig ; der ranzige Geruch iſt ein ſicheres Zeichen für das Auftreten freier Fettſäuren .",2765878,9,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zur Hebung dieſes Uebelſtandes ſind mancherlei Vorſchläge gemacht worden , unter denen beſonders die Methode von Frank , die gefärbte Ware durch eine Löſung von Leinöl in Benzin zu paſſieren , Beachtung verdient .",2771474,4,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,Bey Druckerey iſt das Leinoͤl uͤblich .,2927500,0,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zu Beantwortung dieſer Frage hat man ſich umzuſehen , ſpricht der Herr Verfaßer , wo diejenigen Sachen an Ueberfluß zu bekommen ſind , welche die Buchdrucker noͤthig haben. Z.E. Die gegoßenen Littern , Pappier , Leinoͤl , Ruß , Holtzſchnitte und andere Zuthaten , ingleichen an welchen Orten diejenigen Sachen am wohlfeilſten zu ſtehen kommen , die zur Nahrung und Kleidung gehoͤren , wie hoch ſich die Abgaben belauffen , die der Obrigkeit ordentlicher und außerordentlicher Weiſe abzutragen ſind ; Ob die Buͤrger von Steuer und Abgaben ausgenommen ſind .",2928322,3,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Dasselbe wird z. B. in Awa auf der Insel Shikoku aus Samen von Gossypium herbaceum dargestellt und als Brennöl benutzt , gibt aber , wie das Leinöl , an dessen Geruch und Geschmack es erinnert , eine starkrussende Flamme .",2997171,6,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,Dasselbe fungirt in Japan und China von Alters her als trocknendes Oel statt des Leinöls .,2997210,16,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Nach den Untersuchungen des Chemikers Cloëz in Paris ergaben in Südfrankreich gezogene Perillasamen durch Auspressen 30 % , durch Extraction mit Schwefelkohlenstoff 34,5 % , japanische Samen aber 39,2 % des trocknenden , farblosen , dünnflüssigen Oels , das gleich dem Leinöl in der Malerei verwendbar ist und in Japan für verschiedene technische Zwecke hohe Bedeutung hat .",2997219,10,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"es haͤlt die Wunden vortrefflich ſauber : einige , ſo es gebrauchen , gluͤhen es im Feuer neunmal aus , und loͤſchen es allemal in Leinoͤl , ſtoſſen es hernach zu Pulver , welches das faule Fleiſch in den Wunden wegnimmt .",4158732,10,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Zwar kennen es die meiſten , dieweil es ſo ſehr gebraucht wird : deſſen ohngeachtet aber will ich annoch dieſes davon vermelden , daß es , wenn es rein , und mit keinem andern Oele vermiſchet worden , fein goldfarbicht ſehe , und annehmlich rieche , alldieweil das aufrechte Ruͤboͤhl ſuͤſſe , das Leinoͤl aber bitter iſt .",4203252,17,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Noch ferner treiben wir einen ſehr groſſen Handel mit Colſa- oder dicken Steckruͤben-Oel , welches wir aus Flandern kommen laſſen ; wie auch mit gemeinem Ruͤb oͤle , das wir aus Champagne und Normandie bekommen ; ingleichen mit Hanff- oder Camillen- und Leinoͤl , das wir ebenfalls aus Flandern und anderwaͤrtsher bekommen , ſonderlich , wenn der Fiſchthran zu theuer iſt .",4207161,2,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Der vierte , der Goldverniß / von Leinoͤl , Sandaraca , Aloe , Gummi Gutti und Goldgloͤte .",4208732,12,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Die Europaͤer machen es in einem Moͤrſel mit Leinoͤl an , und daraus , nachdem ſie es genugſam geſtoſſen , eine Maſſa , die ſie nach Franckreich verſenden , woſelbſt es gebraucht , und das Wachs , wenn es zu blaß iſt , gelb damit gefaͤrbet wird .",4208952,12,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Es laſſen aber diejenigen , die ſich deſſen bedienen wollen , daſſelbe bis neunmahl gluͤend werden , und loͤſchen es ein iedes mahl in Leinoͤl ab : hernach , wenn ſie es zu Pulver gemachet , gebrauchen ſie es das wilde Fleiſch damit weg zu beitzen , und nennen das auf ſolche Art bereitete Æs uſtum , Kupfer-Saffran / Crocus Cupri .",4211719,11,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"DJß iſt eigentlich zu reden , ein Praͤcipitat , den man aus dem Laſurſtein , vermittelſt eines Teigs oder Paſta von Schmierpech und gelben Wachs , Leinoͤl , und andern dergleichen Dingen gemacht , bereitet .",4213049,6,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Wenn der Wurm todt iſt , ſo nimmt man warmes Leinoͤl , und heilet es damit .",4428109,9,early,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"„ Und ſitzt jetzt mit den Händen in Watte und Leinöl , “ brummte mein Vater .",4461038,9,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"— Lenchen-Timandra hatte ſich , wie immer bei ſolchen Gelegenheiten , auf dem Oſterberge in den Wald geſchlagen und vergeblich nach ſich rufen und ſuchen laſſen , der Hauptſünder , mit ſeinen „ nichtsnutzigen Pfoten “ wahrlich in Leinöl und Watte , agirte in der Sofaecke den Heros weiter , indem er ſeine nicht kleinen Schmerzen ſo gut als möglich verbiß , und Frau Amalie ſeufzte :",4461197,6,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Sodann wurde Blut vorgeschlagen von Melaun , Mehlkleister von E. Andre , Leim von Closson , Leinöl von Kirkpatrick , Melasse von Ramdohr ; aber weder diese Klebmittel noch die von Kerpely empfohlene Essigsäure oder der gleichfalls von Andre empfohlene frischgefällte schwefelsaure Kalk , oder die von Haarmann angewendete Kalkmilch konnten den Steinkohlenteer verdrängen .",4566489,2,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Von den Fetten iſt eine ganze Anzahl ſchon bei den Leuchtmaterialien ( auf S. 285 ff. ) genauer betrachtet worden , ſo daß ſie hier übergangen werden können ; hierher gehören Talg , Leinöl , Olivenöl und Harz .",5528174,15,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Die Schmierſeifen werden allgemein aus Leinöl , Brennöl , Thran mit Kalilauge hergeſtellt .",5528223,12,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Das mit den erwähnten Zuſätzen vermiſchte Ganzzeug wird in Formen von Gips , hartem Holz oder Metall , die innen mit Leinöl ausgeſchmiert ſind , eingefüllt , gepreßt , dann herausgenommen , an der Luft getrocknet , mit Leinölfirnis überſtrichen und ſo auf ein Drahtgeſtell geſetzt , in einer Art Backofen einer ziemlich ſtarken Hitze ausgeſetzt .",5529552,2,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Es ſei nur erwähnt , daß die gewöhnliche Druckerſchwärze meiſt aus Leinöl , das bis zur Sirupskonſiſtenz eingekocht iſt , und aus Lampenruß beſteht .",5529943,16,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Bei der Graviermanier wird der Stein mit einem Grund aus Gummi und Ruß überzogen , in dieſen die Zeichnung ſo tief eingraviert , daß an den bezüglichen Stellen der Stein gerade freiliegt , darauf Leinöl über das ganze gegoſſen , das nur an den Stellen der Zeichnung den Stein gegen Waſſer unempfindlich und infolge deſſen gegen die Druckerſchwärze empfindlich macht .",5530153,14,late,5,5,20,9
cw_knn_k5_iter20_ens9,leinöl,"Leinoͤl , wo die Kupferdrucker ſolches gebrauchen III. 452",5816396,8,early,5,5,20,9
cw_knn_k5_iter20_ens9,mauerwerk,"In Böhmen verwendet man 30 Cm. hohe Streifen aus Mauerwerk , welche zur Ermöglichung des Luftzuges in entſprechender Entfernung von einander gerückt ſind .",38470,1,late,5,5,20,9
